transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,actual_fraud
TXN-100000,-0.476201163426009,1.12724669260778,-0.842756915427586,0.302539456231913,0.524150111728909,-0.350915342714776,1.39424030433874,0.153359369015788,-0.864227179729526,-0.440658256293921,0.0984937877911306,0.708038935677777,-0.290189810861842,0.863469602063691,-1.65585499542802,-0.273986694522802,-0.467004001437844,0.118962189829595,-0.0190334253500438,-0.346699302802228,0.209350835620454,0.559098071080116,-0.20344933117957,-0.392279052940979,0.243733227360527,-0.570623006715366,-0.159990100435872,-0.0788500265802742,107.6,0
TXN-100001,-0.768915271390198,0.0246292472444852,0.262943389544601,-0.821516484566082,-1.57034681105678,1.61403464672319,2.41145450832225,-0.671585900358688,2.01167046283925,-0.908233806967088,1.13310675247284,-1.762537324164,2.51658387822745,0.757689733681657,-1.31107339193728,0.497469195071323,-0.601857344667615,1.06351972498378,-0.0450623845596807,-0.523997203110582,-0.0035944361287614,1.07391280105779,-0.168539528307247,-0.752320520500623,-0.940116863386356,-0.10169458344863,-0.0349542591610933,-0.0122583254834347,500.0,0
TXN-100002,-0.760899459540205,1.02180984059124,-3.02171080952549,-0.186287108540414,-0.863897836082492,-1.13148196328486,2.66580756144225,-0.0245000907752801,-0.783857898653069,-0.59207506264413,-1.4998213038272,-0.275244840768447,-0.765807315301455,1.47713285761434,-0.898033502044962,-0.438038789557128,-0.0012733889073886,-0.30953746942465,-0.315391697847707,-0.360636326368618,0.536251188839839,1.61110860224686,0.384100388879874,0.131998712835037,-1.07870616554116,0.387616606196639,0.29118164593457,0.106049147773398,375.33,0
TXN-100003,-2.73723190347672,-2.60555728673401,0.188552512574169,4.15594852808754,-4.76492431769599,2.89675962025516,4.30998976591698,0.282114135298378,-1.27202063053961,-0.979383974251472,-0.539157832374371,0.270947748650469,0.735703271750609,-0.0714280733548663,-0.0921033486623347,-0.457834820314132,0.878807769517778,-0.159731974980262,0.206249258376205,2.9696149658148,0.89216310888876,0.339047697351952,3.50718167619654,0.455154082568899,-0.619431515494844,-0.0532804775858354,-0.311244828937388,0.266693193141944,1392.58,0
TXN-100004,2.06707829870701,-0.159945112198587,-1.12128695999697,0.416204488111842,-0.24958917666631,-1.21542564902435,0.078621588778783,-0.244030546783847,0.777295631169202,0.118660753432118,-1.05685458752495,-0.394686624812195,-1.4539011541897,0.575751529984914,0.212119329191767,-0.0156549966000771,-0.223116006336037,-0.662184574009614,0.179898318199387,-0.321992180955307,-0.311376453541855,-0.835186572860604,0.351665093957807,-0.0661476619653931,-0.341595669781485,0.204960124684833,-0.0806543475576985,-0.0639841356819372,0.99,0
TXN-100005,-9.16978982388629,7.09219680097303,-12.3540368689178,4.24306897383907,-7.1764377547738,-3.38661804868541,-8.05801194656602,6.44290866379074,-2.41298660229065,-6.13490688724113,2.82667122820047,-6.30984277729399,-0.623002385785158,-7.27986921938704,0.924233225976226,-4.21553713481175,-7.17167241498026,-2.55033668458713,0.596364320528384,0.816651661759946,0.926156961108813,-0.817706132334589,-0.150434415715838,-0.039383059739641,0.485639753958673,-0.264324608977439,1.1596904600617,0.232758088392131,99.99,1
TXN-100006,2.05254926521395,-0.120998429847438,-1.44084151474614,0.186355863081969,0.0975936476455785,-0.883148681101301,0.0899203464651221,-0.189692450607097,0.491034782080218,0.210258278013324,0.569256002782627,0.417141622129524,-0.835273813217105,0.838723059665508,0.159137685390097,0.113893996961273,-0.819989990727462,0.641671025280771,0.184056887562363,-0.279837692095315,0.265866573176955,0.857929419904435,-0.0417728928894197,-0.322504629650586,0.251201155315146,-0.105382696247471,-0.0295706427660303,-0.0738937405320749,1.79,0
TXN-100007,-1.10948325875238,1.06134086266406,1.48407167748251,0.923891256257075,-0.137718209894275,0.816640491862471,0.0142520783698805,0.938303196486184,-0.125828808505396,-0.52197446700684,-0.0502681664028309,0.0103986002275144,-2.18900037423447,0.558349763228948,-1.25279047241135,-0.54093252417595,0.439811747697315,0.118467627522394,1.54644618762417,-0.0131264733021685,-0.479950643201756,-1.36963167303513,-0.0206178917761811,0.578319092658832,0.329709247924206,-0.825568071221381,0.209438853309411,0.0687942442531457,24.48,0
TXN-100008,2.15587881411859,-1.60275899313395,-0.902982136207491,-1.86917274231146,-0.650923084830475,1.21066511076569,-1.58992026620889,0.383015345633459,-1.26822921038856,1.59032093384213,0.755046820387181,0.0012043524177536,0.506336155085051,-0.318688376176582,0.0285352712708457,-0.937908161312437,0.785227109378273,-0.645011358933232,-0.760131086441564,-0.501331106249991,-0.053292355758051,0.464230623640231,0.254614662881016,-1.64930229652186,-0.44058789734366,-0.0641525805137357,0.0727553940479397,-0.0719079431832447,13.4,0
TXN-100009,-0.246400871028161,0.938784291822031,-2.0547622121703,-1.50051126245904,2.80458855203372,3.16019668698021,0.0170179580516939,1.34641328188389,-0.330833481191581,-1.03169580711752,-0.0103829662092166,0.0035222262677152,-0.364585438001108,-0.434721303946457,0.117420780986046,0.338701451414159,0.520367011927857,-0.334270900303045,-0.406031377822264,-0.0413692662871598,-0.28674421598846,-0.919447888948816,0.18396059155878,0.591301973032787,-0.396701482871144,0.166190204554417,0.117886454125198,0.0059663908654909,10.11,0
TXN-100010,-1.37476658469726,-5.22327271607184,-0.281171240663643,0.722142130373323,-3.16411249045515,-0.187954260942549,0.720503294776014,-0.379747322176327,-0.287178627296112,-0.146211947306416,-0.244885285711648,-0.287280499209094,0.453466350191583,-0.381261695881004,0.507946025794631,1.27163092083206,0.471606828372844,-0.848987353908534,-0.112066932763221,2.91978809452964,1.1790344825645,0.286403208352459,-1.29941543906249,0.836395725163576,-0.101128659976931,-0.216078467481197,-0.214377949700624,0.273060198156612,1412.26,0
