transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,actual_fraud
TXN-200000,-0.833557385521703,0.853657919318422,1.2152742840906,-0.418085808275995,-0.394340831753264,-0.179017428613242,-0.1226199836984,0.622017703809455,0.261650179377263,-0.816149490727726,-1.03855149409017,0.111096285341994,-0.159895542710094,0.0043423138515345,-0.0022508077719501,0.234896399041092,-0.220910021861945,0.0951692235002903,-0.589141614230408,-0.0637962206685097,0.271574501794618,0.856137082776235,-0.0796634851390219,1.12697116260637,-0.320377579492315,0.326193140306385,0.258603243796437,0.162237749597821,9.99,0
TXN-200001,-0.993794484175242,0.866929861042131,0.968397680151929,3.52650079259815,-4.24262438791103,3.21039434378796,3.37594168416935,-0.333773994180259,0.549894375315303,-0.311359898959884,0.557481561607699,-2.02626002379535,2.84187126921173,0.71106747258485,-0.780563204178968,-0.467815776017411,1.34472398160303,-0.438661462217149,0.371975804091499,-0.403031860651838,-0.322301871017512,0.329658373692422,0.389849885354188,0.425858519974315,-1.14747553304746,-0.0633283397770486,0.248343694099893,-0.356332499657853,838.36,0
TXN-200002,1.88847822929679,-0.866234761230031,-1.21819038898844,-0.999832612785426,-1.03976630098601,-2.03187154181062,0.132842455836497,-0.425837345361413,2.04742488047637,-0.947066020182066,-0.280982375202339,0.527031601017446,-1.45083174408577,0.449855275526093,0.0885119205758317,-1.51946721566562,0.580263821443124,-0.450338260776007,0.639724978090029,-0.167190823427757,0.254858550947227,0.911303426023615,-0.0152934200599584,0.997893681014594,0.225382345967704,-0.0281545694169456,-0.0325254480035326,-0.0468822058007751,87.24,0
TXN-200003,1.27501894459532,-0.574140497473926,0.283313729318317,-0.680820654621587,-0.989882222902721,-0.947704060290766,-0.372032847002315,-0.191263022968162,-1.23536943415979,0.791704319267616,1.69586850406428,0.344201149863269,0.439912428134823,0.0728757489934862,-0.0975640074033355,1.11439060115754,0.0947516812988084,-0.998717699071501,0.713081264395497,0.196547477257231,0.311409702919267,0.707678833603936,-0.14896900546429,0.58378518019383,0.569071910745562,-0.152943648299681,-0.0160703508471825,0.0116957368907653,59.9,0
TXN-200004,1.82087539182913,-0.589805738393201,-0.0378375895023705,0.416028155969373,-0.638224437728652,0.376706422830509,-0.853089065514466,0.211825276054012,0.862679023903034,0.118665076134481,1.05055099138361,1.64186635107766,1.2595917620978,-0.313904037892604,-0.0088804248098422,0.735160081230602,-0.932215090038326,0.357402472842992,-0.188741356280681,0.0181026443432879,0.121148353066144,0.376531214805927,0.29000604832279,0.74507751353188,-0.54820327327994,0.108297583834277,0.0006336406452183,-0.0255995376898196,60.47,0
TXN-200005,1.83014658713801,-0.431486181660377,-0.292947518826432,1.40555232382304,-0.796271036904169,-0.57943834872707,-0.47594537789361,-0.0072540075184715,1.10475279430488,0.234934549046766,-1.15274533681036,-0.473354301637486,-1.23779242614872,0.2893389057341,0.932993336903592,0.529549555157109,-0.705945815205981,0.522275044808029,-0.777595820057179,-0.204924229693949,0.249220698301324,0.662241834391431,0.0978676276224993,-0.0032575451154234,-0.160475323634631,-0.56666834158612,0.0357321624884181,-0.0211757181445443,71.7,0
TXN-200006,2.02049260804302,-1.00065835862756,-1.03949518771353,-0.453274882167977,-0.73703409105264,-0.433759982250978,-0.587954587812508,-0.148475633511866,-0.49179603300525,1.02430519206976,0.319341743361084,0.712774284610419,0.666806931445475,0.0361714774486368,-0.62856699854535,-1.24070671720335,-0.495534443286963,1.80204870900308,-0.588961218246786,-0.443204789632385,0.0248648596177643,0.619987432442298,-0.0410736913060062,-0.264673843144175,-0.0256012333265219,0.91003059391874,-0.0518865280038112,-0.0631950266202265,67.95,0
TXN-200007,1.90339148745319,-1.22472480546432,-0.774584893328447,-1.50595642085302,-1.06056698939269,-0.320156762029542,-0.963099329281728,0.251792240130707,2.52355136671019,-0.754739692476766,0.505909054013387,0.0048093522589252,-2.71297448511467,0.57240291090728,0.728242888871523,-0.198894445599036,-0.30894665686874,1.07063897311531,0.790937624376638,-0.226707735267582,0.301985933949797,0.895193066703612,0.0822259428948379,0.701038796919082,-0.163876570243991,-0.110380507526652,0.0054391523633519,-0.0444709268530219,59.85,0
TXN-200008,-2.22304536625395,-1.64144048784025,0.496448077448767,1.17367249703771,3.73089044063249,-0.546898813462704,-1.34943616499503,0.766653563401654,-0.82825990369735,-0.642676817272527,2.60639247571504,0.400017680887187,-0.836437137927911,-0.747764591109196,1.82199116709951,-1.04026341157517,2.44105624690912,-0.721243404067173,-0.482802685740027,0.624617845548695,0.344362645314963,0.370564320006176,0.433145050775941,-1.14993749931185,-0.553601995758933,0.545246457224546,0.0929648838875485,0.201999642171525,0.76,0
TXN-200009,0.0092685130613564,-0.43736182689352,-0.559787084142504,-0.581203110735857,1.92949069762925,-1.25015937544813,0.520471008940105,-0.338502403570526,0.514691281811667,-0.0835439575414752,-2.13233032115177,-0.695611513010168,-0.807011153801556,0.191559750123231,-0.469712283033014,0.134384975414801,-0.939164649487001,-0.240320176215928,0.221227626656745,0.0032106650444017,-0.0996136470345803,-0.277937362935904,0.434074785288044,-1.03620038546926,-2.08318279067348,-0.132395906420472,0.10946536685072,0.134654203899381,1.79,0
